2014-03-09 22:26:37,259 [10] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,046 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,047 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,106 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,106 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,107 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,217 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,218 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,312 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 9] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:26:38,313 [10] WARN  Umbraco.Web.UmbracoModule - [Thread 9] Umbraco is not configured
2014-03-09 22:27:24,914 [10] INFO  Umbraco.Core.DatabaseContext - [Thread 14] Configured a new ConnectionString using the 'System.Data.SqlServerCe.4.0' provider.
2014-03-09 22:27:25,207 [10] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 20] Application shutdown. Reason: ConfigurationChange
2014-03-09 22:27:27,871 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Determining hash of code files on disk
2014-03-09 22:27:27,885 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Hash determined (took 9ms)
2014-03-09 22:27:27,894 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2014-03-09 22:27:28,139 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 33 (took 244ms)
2014-03-09 22:27:28,202 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2014-03-09 22:27:28,206 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
2014-03-09 22:27:28,206 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2014-03-09 22:27:28,211 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 15 (took 5ms)
2014-03-09 22:27:28,224 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2014-03-09 22:27:28,227 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 2ms)
2014-03-09 22:27:28,228 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2014-03-09 22:27:28,233 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 29 (took 4ms)
2014-03-09 22:27:28,237 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2014-03-09 22:27:28,242 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 4ms)
2014-03-09 22:27:28,242 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2014-03-09 22:27:28,246 [21] INFO  Umbraco.Core.PluginManager - [Thread 27] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 3ms)
2014-03-09 22:27:28,581 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,581 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
2014-03-09 22:27:28,582 [21] INFO  Umbraco.Core.ApplicationContext - [Thread 27] CurrentVersion different from configStatus: '7.0.4',''
